scrape_date,keyword,page,position,last_update,headline_title,snippet,source_news,source_news_url
2025-03-16 11:04:05.476882,Danantara,1,1,1 hari lalu,"Danantara Terbentuk, Erick Thohir Ungkap Nasib Perum BUMN",Kementerian BUMN membeberkan langkah yang akan dilakukan pada perusahaan pelat merah usai pembentukan Badan Pengelola Investasi Danantara.,CNBC Indonesia,https://www.cnbcindonesia.com/market/20250314152859-17-618730/danantara-terbentuk-erick-thohir-ungkap-nasib-perum-bumn
2025-03-16 11:04:05.476882,Danantara,2,1,16 jam yang lalu,Danantara Indonesia Dimasukkan ke Daftar 6 SWF Terkuat Dunia,"Danantara Indonesia menempati peringkat keenam dalam daftar dana kekayaan negara (Sovereign Wealth Funds/SWF) terkuat di dunia,...",Metrotvnews.com,https://www.metrotvnews.com/read/b3JCp2ra-danantara-indonesia-dimasukkan-ke-daftar-6-swf-terkuat-dunia
2025-03-16 11:04:05.476882,Danantara,2,2,15 jam yang lalu,Danantara jadi SWF terkuat peringkat ke-6 dunia,Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) Indonesia berada di peringkat keenam dalam jajaran pengelola dana...,ANTARA News,https://www.antaranews.com/berita/4713709/danantara-jadi-swf-terkuat-peringkat-ke-6-dunia
2025-03-16 11:04:05.476882,Danantara,2,3,14 jam yang lalu,Danantara; Harapan Mesin Pertumbuhan Ekonomi Dan Masa Depan Hilirisasi,Danantara digadang-gadang menjadi mesin pertumbuhan ekonomi baru di era Presiden Prabowo Subianto. Pun proyek hilirisasi disebut akan...,Validnews,https://validnews.id/ekonomi/danantara-harapan-mesin-pertumbuhan-ekonomi-dan-masa-depan-hilirisasi
2025-03-16 11:04:05.476882,Danantara,2,4,2 jam yang lalu,"Danantara Indonesia Masuk 6 Besar SWF Terkuat Dunia, Kalahkan Raksasa Investasi Global - Saba Cirebon","Danantara Indonesia masuk peringkat 6 SWF terkuat dunia dengan AUM 983 miliar dolar AS, kalahkan beberapa SWF raksasa global.",Saba Cirebon,https://cirebon.pikiran-rakyat.com/nasional/pr-049159247/danantara-indonesia-masuk-6-besar-swf-terkuat-dunia-kalahkan-raksasa-investasi-global
2025-03-16 11:04:05.476882,Danantara,2,5,15 jam yang lalu,"Rosan Sebut Kementerian Bisa Ajukan Proyek ke Danantara, tapi Ada Syaratnya","SinPo.id - Menteri Investasi/Kepala BKPM sekaligus CEO Danantara Rosan Perkasa Roeslani mengatakan, Danantara terbuka pada semua proyek dan...",SinPo.id,https://sinpo.id/detail/92758/rosan-sebut-kementerian-bisa-ajukan-proyek-ke-danantara-tapi-ada-syaratnya
2025-03-16 11:04:05.476882,Danantara,2,6,20 jam yang lalu,"Rosan Sebut Danantara Siap Dukung Proyek Hilirisasi, tapi Ada Syaratnya Halaman all","JAKARTA, KOMPAS.com – Kepala Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara), Rosan P Roeslani, merespons soal sejumlah...",Kompas.com,https://money.kompas.com/read/2025/03/15/104837526/rosan-sebut-danantara-siap-dukung-proyek-hilirisasi-tapi-ada-syaratnya?page=all
2025-03-16 11:04:05.476882,Danantara,2,7,14 jam yang lalu,"Aset Danantara Rp 14.000 Triliun, Amankan dari Para Koruptor? | Kopi Pahit Edisi 25",INDOPOSCO.ID - Presiden Prabowo telah meresmikan pembentukan Badan Pengelola Investasi (BPI) Danantara. Pembentukan badan ini menuai pro dan...,indoposco,https://indoposco.id/video/2025/03/15/aset-danantara-rp-14-000-triliun-amankan-dari-para-koruptor-kopi-pahit-edisi-25
2025-03-16 11:04:05.476882,Danantara,2,8,5 jam yang lalu,Indonesia Menuju Negara Maju dengan Danantara dan Bank Emas,"Jakarta - Presiden Prabowo Subianto bertemu dengan miliarder Amerika Serikat, Raymond Thomas Dalio, untuk membahas pembentukan Badan...",Warta Alor,https://wartaalor.com/2025/03/15/indonesia-menuju-negara-maju-dengan-danantara-dan-bank-emas/
2025-03-16 11:04:05.476882,Danantara,2,9,16 jam yang lalu,Risiko Keuangan dan Lingkungan Jika Danantara Mendanai Proyek DME Batu Bara,Risiko proyek DME mulai dari penambahan subsidi hingga dampak lingkungan. Karena batu bara biang keladi pemanasan suhu bumi.,Tempo.co,https://www.tempo.co/lingkungan/proyek-dme-batu-bara-danantara-1219959
2025-03-16 11:04:05.476882,Danantara,2,10,20 jam yang lalu,Rosan Pastikan Semua Kementerian Bisa Ajukan Proyek yang Mau Didanai Danantara - kumparan.com,CEO Daya Anagata Nusantara (Danantara) Rosan Perkasa Roeslani memastikan semua kementerian atau lembaga bisa mengajukan proyek dan program...,Kumparan,https://kumparan.com/kumparanbisnis/rosan-pastikan-semua-kementerian-bisa-ajukan-proyek-yang-mau-didanai-danantara-24gQh8ztMbu
2025-03-16 11:04:05.476882,Danantara,3,1,1 hari lalu,Rosan Tegaskan Sumber Dana Danantara dari Dividen BUMN,"Jakarta – Chief Executive Officer (CEO) Badan Pengelolaan Investasi Daya Anagata Nusantara (BPI Danantara) Rosan Roeslani menegaskan,...",Infobanknews,https://infobanknews.com/rosan-tegaskan-sumber-dana-danantara-dari-dividen-bumn/
2025-03-16 11:04:05.476882,Danantara,3,2,1 hari lalu,Prabowo Ingin Kampus Jadi Tulang Punggung Riset untuk Danantara,"Presiden Prabowo menginginkan perguruan tinggi jadi tulang punggung riset, inovasi, serta menyiapkan SDM untuk industri-industri strategis.",investor.id,https://investor.id/national/392181/prabowo-ingin-kampus-jadi-tulang-punggung-riset-untuk-danantara
2025-03-16 11:04:05.476882,Danantara,3,3,18 jam yang lalu,Rosan: Danantara Terbuka Pada Semua Proyek Yang Diajukan Pemerintah,JAKARTA - Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) meastikan terbuka pada semua proyek dan program yang diajukan...,Validnews,https://validnews.id/ekonomi/rosan-danantara-terbuka-pada-semua-proyek-yang-diajukan-pemerintah
2025-03-16 11:04:05.476882,Danantara,3,4,4 hari lalu,Tujuan Besar Prabowo di Balik Berdirinya Danantara,"Prabowo mengatakan, Danantara Indonesia ini merupakan konsolidasi kekuatan ekonomi yang dimiliki oleh pemerintah Republik Indonesia.",CNBC Indonesia,https://www.cnbcindonesia.com/market/20250311080141-17-617426/tujuan-besar-prabowo-di-balik-berdirinya-danantara
2025-03-16 11:04:05.476882,Danantara,3,5,15 jam yang lalu,Danantara jadi pengelola kekayaan negara terkuat peringkat ke-6 dunia,Badan Pengelola Investasi Daya Anagata Nusantara Danantara Indonesia berada di peringkat keenam dalam jajaran pengelola dana kekayaan negara...,ANTARA News,https://megapolitan.antaranews.com/berita/373377/danantara-jadi-pengelola-kekayaan-negara-terkuat-peringkat-ke-6-dunia
2025-03-16 11:04:05.476882,Danantara,3,6,20 jam yang lalu,"Danantara buka peluang untuk proyek pemerintah, apa saja yang bisa dibiayai?",Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) menyatakan kesiapannya untuk mendanai seluruh proyek yang diajukan oleh...,ANTARA News Yogyakarta,https://jogja.antaranews.com/berita/737233/danantara-buka-peluang-untuk-proyek-pemerintah-apa-saja-yang-bisa-dibiayai
2025-03-16 11:04:05.476882,Danantara,3,7,1 hari lalu,"Demi Kepastian Hukum, 4 Advokat Ini Uji Konstitusionalitas Pasal Danantara UU BUMN",Norma Pasal Danantara UU BUMN membuat kepastian hukum tidak terwujud. Berpotensi memunculkan risiko hukum bagi advokat yang menjalankan...,Hukumonline,https://www.hukumonline.com/berita/a/demi-kepastian-hukum--4-advokat-ini-uji-konstitusionalitas-pasal-danantara-uu-bumn-lt67d3db0c4128f/
2025-03-16 11:04:05.476882,Danantara,3,8,15 jam yang lalu,Bamsoet Ajak Publik Dukung Danantara sebagai Motor Penggerak Baru Ekonomi Nasional,"Potensi Danantara untuk mendorong pertumbuhan ekonomi nasional sangat besar. Dengan aset yang diperkirakan mencapai Rp 14.000 triliun,",RM.ID,https://rm.id/baca-berita/ekonomi-bisnis/258364/beri-kuliah-s3-ilmu-hukum-bamsoet-ajak-publik-dukung-danantara-sebagai-motor-penggerak-baru-ekonomi-nasional
2025-03-16 11:04:05.476882,Danantara,3,9,20 jam yang lalu,"Masuk SWF Terkuat Di Dunia, Danantara Peringkat 6 Dunia",Danantara Indonesia berada di peringkat keenam di jajaran dana kekayaan negara atau Sovereign Wealth Funds/SWFs yang terkuat di dunia.,RM.ID,https://rm.id/baca-berita/nasional/258342/masuk-swf-terkuat-di-dunia-danantara-peringkat-6-dunia
2025-03-16 11:04:05.476882,Danantara,3,10,11 jam yang lalu,"Danantara Peringkat 6 SWF Terkuat di Dunia, Salip GIC",Jumlah aset yang dikelola Danantara mengalahkan beberapa dana kekayaan negara lainnya yang sudah lebih dulu terbentuk.,IDN Times,https://www.idntimes.com/business/economy/jujuk-ernawati/danantara-peringkat-6-swf-terkuat-di-dunia-salip-gic-singapura
2025-03-16 11:04:05.476882,Danantara,4,1,2 hari lalu,"Antara Temasek dan 1MDB, Mana yang Ditiru Danantara?",Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) bukan lembaga sovereign wealth fund (SWF) pertama pengelola investasi.,Kompas.id,https://www.kompas.id/artikel/antara-temasek-dan-1mdb-mana-yang-ditiru-danantara
2025-03-16 11:04:05.476882,Danantara,4,2,14 jam yang lalu,Danantara Becomes The Strongest SWF Ranked 6th In The World,The Investment Management Agency (BPI) Daya Anagata Nusantara (Danantara) Indonesia is ranked sixth in the ranks of the country's wealth...,VOI.ID,https://voi.id/en/economy/468692
2025-03-16 11:04:05.476882,Danantara,4,3,1 hari lalu,"Undang Ratusan Rektor, Prabowo Bakal Libatkan Kampus di Danantara",Danantara bakal melibatkan perguruan tinggi negeri dan swasta dalam mendukung riset dan inovasi.,NU Online,https://nu.or.id/nasional/undang-ratusan-rektor-prabowo-bakal-libatkan-kampus-di-danantara-44npW
2025-03-16 11:04:05.476882,Danantara,4,4,17 jam yang lalu,"Rosan Roeslani: Danantara Terbuka untuk Semua Proyek, Tapi Harus Transparan","BPI Danantara Dukung Agenda Hilirisasi, Siap Analisa Proyek Pemerintah.",Riau Online,https://www.riauonline.co.id/nasional/read/2025/03/15/rosan-roeslani-danantara-terbuka-untuk-semua-proyek-tapi-harus-transparan
2025-03-16 11:04:05.476882,Danantara,4,5,2 hari lalu,Berapa Perkiraan Gaji Jajaran Pimpinan Danantara?,"Mengacu dari Indonesia Salary Guide 2025, gaji selevel CEO bisa mencapai Rp 519 juta. Lantas berapa kisaran gaji petinggi di Danantara?",Tempo.co,https://www.tempo.co/ekonomi/berapa-perkiraan-gaji-jajaran-pimpinan-danantara--1219005
2025-03-16 11:04:05.476882,Danantara,4,6,3 hari lalu,"Danantara, Solusi atau Ilusi","Semenjak Presiden Prabowo Subianto meluncurkan program Danantara (Daya Anagata Nusantara) pada 24 Februari 2025, banyak terjadi silang...",Kompas.id,https://www.kompas.id/artikel/danantara-solusi-atau-ilusi
2025-03-16 11:04:05.476882,Danantara,4,7,1 hari lalu,"Semua BUMN Akan Masuk Danantara, CELIOS Ingatkan Ini","Seluruh anak perusahaan Badan Usaha Milik Negara (BUMN) ditargetkan masuk dalam BPI Danantara, CELIOS ingatkan hal ini. ​",kontan.co.id,https://nasional.kontan.co.id/news/semua-bumn-akan-masuk-danantara-celios-ingatkan-ini-1
2025-03-16 11:04:05.476882,Danantara,4,8,5 hari lalu,Danantara ditugasi evaluasi proyek hilirisasi agar investasi efektif,Kepala Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) Rosan Perkasa Roeslani mengatakan Danantara ditugasi pemerintah...,ANTARA News,https://www.antaranews.com/berita/4701693/danantara-ditugasi-evaluasi-proyek-hilirisasi-agar-investasi-efektif
2025-03-16 11:04:05.476882,Danantara,4,9,4 hari lalu,Publik Harus Tolak Penggunaan Danantara untuk Hilirisasi Batu Bara,Pengamat menyatakan publik harus bersuara untuk mencegah Danantara mendanai hilirisasi batu bara karena langkah tersebut tidak tepat.,VOA Indonesia,https://www.voaindonesia.com/a/publik-harus-tolak-penggunaan-danantara-untuk-hilirisasi-batu-bara/8007045.html
2025-03-16 11:04:05.476882,Danantara,4,10,3 hari lalu,"Prabowo Sudah Kantongi CV Pengurus Lengkap Danantara, Siap Diumumkan Pekan Depan?","COO BPI Danantara, Dony Oskaria mengatakan, daftar susunan pengurus lengkap badan baru ini ditargetkan bisa keluar paling lambat pekan...",kontan.co.id,https://nasional.kontan.co.id/news/prabowo-sudah-kantongi-cv-pengurus-lengkap-danantara-siap-diumumkan-pekan-depan
2025-03-16 11:04:05.476882,Danantara,5,1,3 hari lalu,"KedaiKOPI catat 62,3 persen responden percaya transparansi Danantara","Lembaga survei KedaiKOPI menyatakan bahwa 62,3 persen responden survei bertajuk ""Pola Penggunaan Produk Investasi"" percaya Badan Pengelola...",ANTARA News,https://www.antaranews.com/berita/4705113/kedaikopi-catat-623-persen-responden-percaya-transparansi-danantara
2025-03-16 11:04:05.476882,Danantara,5,2,3 hari lalu,"Ray Dalio 'Penasihat Danantara' Warning Krisis Baru di AS, Buat Kacau","Ray Dalio, memberi peringatan ke ekonomi Amerika Serikat (AS), Rabu (12/3/2025).",CNBC Indonesia,https://www.cnbcindonesia.com/news/20250312112827-4-617863/ray-dalio-penasihat-danantara-warning-krisis-baru-di-as-buat-kacau
2025-03-16 11:04:05.476882,Danantara,5,3,5 hari lalu,Prabowo Minta Nasihat Miliarder Amerika Serikat Terkait Danantara,Presiden Prabowo RI Subianto melangsungkan pertemuan dengan miliarder asal Amerika Serikat Raymond Thomas Dalio alias Ray Dalio untuk...,VOA Indonesia,https://www.voaindonesia.com/a/prabowo-minta-nasihat-miliarder-amerika-serikat-terkait-danantara/8005430.html
2025-03-16 11:04:05.476882,Danantara,5,4,3 hari lalu,"Survei KedaiKOPI 62,3 Persen Publik Percaya Transparansi Danantara","KBRN, Jakarta: Lembaga Survei KedaiKOPI merilis hasil survei masyarakat terhadap dibentuknya Badan Pengelola Investasi (BPI) Danantara,...",RRI.co.id,https://rri.co.id/bisnis/1384911/survei-kedaikopi-62-3-persen-publik-percaya-transparansi-danantara
2025-03-16 11:04:05.476882,Danantara,5,5,1 hari lalu,Bye! Danantara Tidak akan Bantu Pertamina Bangun Kilang Tuban,JAKARTA – Pemerintah tidak akan memasukan kilang Tuban yang sedang digarap Pertamina dalam rencana pembangunan kilang minyak dengan total...,Dunia Energi,https://www.dunia-energi.com/bye-danantara-tidak-akan-bantu-pertamina-bangun-kilang-tuban/
2025-03-16 11:04:05.476882,Danantara,5,6,5 hari lalu,Bos Danantara Janji Tak Pakai Uang Masyarakat di Bank untuk Investasi,Bos Danantara Rosan Roeslani berjanji tak memakai uang masyarakat yang disimpan di bank dalam investasi Danantara.,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20250310101804-92-1206924/bos-danantara-janji-tak-pakai-uang-masyarakat-di-bank-untuk-investasi
2025-03-16 11:04:05.476882,Danantara,5,7,4 hari lalu,Danantara untuk siapa?,"Berbagai tafsir atas hadirnya super holding ini, merangsang dugaan-dugaan buruk, yang perlu diantisipasi melalui peraturan turunannya.",Alinea.ID,https://www.alinea.id/kolom/danantara-untuk-siapa-b2nkt9Rqn
2025-03-16 11:04:05.476882,Danantara,5,8,2 hari lalu,Wamenkeu Pastikan BPI Danantara Tidak Gadaikan Saham Pemerintah di BUMN,"Pemerintah memastikan BPI Danantara tidak akan menggadaikan saham BUMN untuk investasi, menjaga aset negara tetap aman.",Kompas.com,https://money.kompas.com/read/2025/03/13/213330326/wamenkeu-pastikan-bpi-danantara-tidak-gadaikan-saham-pemerintah-di-bumn
2025-03-16 11:04:05.476882,Danantara,5,9,5 hari lalu,Rosan Ungkap Sektor yang Jadi Fokus Investasi Danantara,CEO Danantara Rosan Roeslani akan fokus berinvestasi pada sektor yang risikonya sudah diukur dan diperhitungkan dan menciptakan lapangan...,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20250310104811-92-1206939/rosan-ungkap-sektor-yang-jadi-fokus-investasi-danantara
2025-03-16 11:04:05.476882,Danantara,5,10,2 hari lalu,"4 Jam Bertemu Rektor, Prabowo Bahas Antikorupsi, Danantara hingga Iptek","Pengembangan iptek, budaya antikorupsi, hingga Danantara dibahas dalam 4 jam pertemuan Presiden Prabowo Subianto dengan 146 rektor di Istana...",detikNews,https://news.detik.com/berita/d-7822372/4-jam-bertemu-rektor-prabowo-bahas-antikorupsi-danantara-hingga-iptek
2025-03-16 11:04:05.476882,Danantara,6,1,4 hari lalu,Mentan Blak-blakan Peran Danantara di Sektor Pertanian,Mentan Andi Amran Sulaiman blak-blakan soal peran Badan Pengelola Investasi Danantara dalam rencana investasi sektor pertanian di Tanah Air.,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20250311043533-92-1207267/mentan-blak-blakan-peran-danantara-di-sektor-pertanian
2025-03-16 11:04:05.476882,Danantara,6,2,1 hari lalu,INACA: Infrastruktur efisien dan Danantara kunci menuju Indonesia Emas,Ketua Umum Asosiasi Maskapai Penerbangan Nasional Indonesia atau Indonesian National Air Carriers Association (INACA) Denon Prawiraatmadja...,ANTARA News,https://www.antaranews.com/berita/4712461/inaca-infrastruktur-efisien-dan-danantara-kunci-menuju-indonesia-emas
2025-03-16 11:04:05.476882,Danantara,6,3,4 hari lalu,Mencegah Nila Di Belanga Danantara,"Menguatkan pengawasan lembaga super Danantara perlu perhatian serius, agar hasil untuk APBN jadi maksimal.",Validnews,https://validnews.id/nasional/mencegah-nila-di-belanga-danantara
2025-03-16 11:04:05.476882,Danantara,6,4,4 hari lalu,Rosan Pastikan Pengumuman Struktur Danantara Pekan Ini,"JAKARTA, KOMPAS.com - Pengumuman mengenai struktur pada Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) Indonesia...",Kompas.com,https://nasional.kompas.com/read/2025/03/11/15405161/rosan-pastikan-pengumuman-struktur-danantara-pekan-ini
2025-03-16 11:04:05.476882,Danantara,6,5,5 hari lalu,"Celios Temukan 8 Masalah dan Risiko Hukum Pembentukan Danantara, Apa Saja?","Peneliti hukum Celios Muhamad Saleh menjelaskan, sebagai entitas investasi negara, Danantara memiliki peran strategis dalam mengelola aset...",Tempo.co,https://www.tempo.co/ekonomi/celios-temukan-8-masalah-dan-risiko-hukum-pembentukan-danantara-apa-saja--1217651
2025-03-16 11:04:05.476882,Danantara,6,6,2 hari lalu,INDEF: Danantara Ditantang Memberi Manfaat Ekonomi Lebih dari BUMN,"Dalam sudut pandang ekonom senior dari Institute for Development of Economics and Finance (INDEF), Tauhid Ahmad, Danantara diartikan sebagai...",Inilah.com,https://www.inilah.com/indef-danantara-ditantang-memberi-manfaat-ekonomi-lebih-dari-bumn
2025-03-16 11:04:05.476882,Danantara,6,7,2 hari lalu,Wamenkeu Thomas Djiwandono Sanggah Rumor Danantara Bakal Gadai Saham Pemerintah,"Wakil Menteri Keuangan , Thomas Djiwandono, menyebutkan pengelolaan dalam Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara)...",SWA.co.id,https://swa.co.id/read/457509/wamenkeu-thomas-djiwandono-sanggah-rumor-danantara-bakal-gadai-saham-pemerintah
2025-03-16 11:04:05.476882,Danantara,6,8,2 hari lalu,"DPR Usul Danantara Biayai Promosi Pariwisata, Pengusaha Setuju?",Kadin Indonesia merespons usulan DPR RI agar Danantara dapat membiayai promosi pariwisata Indonesia.,Bisnis.com,https://ekonomi.bisnis.com/read/20250313/12/1861197/dpr-usul-danantara-biayai-promosi-pariwisata-pengusaha-setuju
2025-03-16 11:04:05.476882,Danantara,6,9,2 hari lalu,Thomas Djiwandono Pastikan Danantara Tak Gadai Saham Negara buat Investasi,Wamenkeu Thomas Djiwandono memastikan BPI Danantara tidak menggadaikan saham negara. Danantara bertujuan optimalkan investasi BUMN dengan...,detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-7821540/thomas-djiwandono-pastikan-danantara-tak-gadai-saham-negara-buat-investasi
2025-03-16 11:04:05.476882,Danantara,6,10,4 hari lalu,Danantara Berpeluang Masuk Investasi Panas Bumi di Indonesia,KONTAN.CO.ID - JAKARTA. Kehadiran Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) bisa menjadi amunisi pengembangan energi...,KONTAN,https://insight.kontan.co.id/news/danantara-berpeluang-masuk-investasi-panas-bumi-di-indonesia
2025-03-16 11:04:05.476882,Danantara,7,1,2 hari lalu,Thomas Djiwandono Pastikan Danantara Tak Gadai Saham Negara buat Investasi,Wamenkeu Thomas Djiwandono memastikan BPI Danantara tidak menggadaikan saham negara. Danantara bertujuan optimalkan investasi BUMN dengan...,detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-7821540/thomas-djiwandono-pastikan-danantara-tak-gadai-saham-negara-buat-investasi
2025-03-16 11:04:05.476882,Danantara,7,2,4 hari lalu,Danantara Berpeluang Masuk Investasi Panas Bumi di Indonesia,KONTAN.CO.ID - JAKARTA. Kehadiran Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) bisa menjadi amunisi pengembangan energi...,KONTAN,https://insight.kontan.co.id/news/danantara-berpeluang-masuk-investasi-panas-bumi-di-indonesia
2025-03-16 11:04:05.476882,Danantara,7,3,1 hari lalu,"Sebut Danantara Tidak Gadaikan Saham Negara, Thomas Djiwandono Jelaskan Mekanisme Danantara",bernas news – Pemerintah menegaskan bahwa Badan Pelaksana Investasi (BPI) Danantara tidak akan menggadaikan saham milik negara untuk tujuan...,bernasnews,https://bernasnews.com/2025/03/14/sebut-danantara-tidak-gadaikan-saham-negara-thomas-djiwandono-jelaskan-mekanisme-danantara/
2025-03-16 11:04:05.476882,Danantara,7,4,18 jam yang lalu,Danantara Masuk Peringkat 6 Jajaran Dana Kekayaan Negara Terkuat Dunia,DANANTARA Indonesia berada di peringkat keenam di jajaran dana kekayaan negara Sovereign Wealth FundsSWFs yang terkuat di dunia.,Media Indonesia,https://mediaindonesia.com/ekonomi/752328/danantara-masuk-peringkat-6-jajaran-dana-kekayaan-negara-terkuat-dunia
2025-03-16 11:04:05.476882,Danantara,7,5,2 hari lalu,"Indonesia Incar 21 Proyek Hilirisari Rp656 Triliun, Danantara Bakal Danai?","Pemerintah berencana membangun 21 proyek hilirisasi tahun ini, berfokus pada proyek-proyek untuk meningkatkan ketahanan energi.",GoodStats,https://goodstats.id/infographic/indonesia-incar-21-proyek-hilirisari-rp656-triliun-danantara-bakal-danai-tMBQ2
2025-03-16 11:04:05.476882,Danantara,7,6,3 hari lalu,Video: DPR Jamin Publik Tak Perlu Ragu & Khawatir Dengan Danantara,"Jakarta, CNBC Indonesia- Presiden Prabowo meresmikan pembentukan Badan Pengelola Investasi Nasional Daya Anagata Nusantara (Danantara) pada...",CNBC Indonesia,https://www.cnbcindonesia.com/news/20250312141450-8-617950/video-dpr-jamin-publik-tak-perlu-ragu-khawatir-dengan-danantara
2025-03-16 11:04:05.476882,Danantara,7,7,3 hari lalu,"Penyehatan BUMN Berlanjut, Seluruhnya Ditargetkan Masuk Danantara Maret 2025","Saat ini, masih ada 7 BUMN bermasalah dari total 47 BUMN yang ada. Sebelumnya, jumlah BUMN yang mengalami kesulitan mencapai 21 perusahaan.",Kompas.com,https://money.kompas.com/read/2025/03/12/190335426/penyehatan-bumn-berlanjut-seluruhnya-ditargetkan-masuk-danantara-maret-2025
2025-03-16 11:04:05.476882,Danantara,7,8,15 jam yang lalu,Kuda Perang Prabowo,"by Tony Hasyim/Wartawan Semior FNN. “Negara ini mau dibawa kemana sih sama Prabowo?"" Itu pertanyaan kawan saya, seorang praktisi ekonomi...",FNN - Forum News Network,https://fnn.co.id/post/kuda-perang-prabowo
2025-03-16 11:04:05.476882,Danantara,7,9,2 hari lalu,Mendikti Ungkap Isi Pertemuan Prabowo dengan Ratusan Rektor: Singgung Danantara - kumparan.com,"Menteri Pendidikan Tinggi, Riset, dan Teknologi (Mendiktisaintek) Brian Yuliarto mengungkapkan isi pertemuan Presiden Prabowo Subianto...",Kumparan,https://kumparan.com/kumparannews/mendikti-ungkap-isi-pertemuan-prabowo-dengan-ratusan-rektor-singgung-danantara-24fomqQdYhp
2025-03-16 11:04:05.476882,Danantara,7,10,21 jam yang lalu,"Danantara Opens The Project Proposed By The Government, Will Be Analyzed Carefully",The Anagata Nusantara Daya Investment Management Agency (BPI Danantara) is open to all projects and programs proposed by the government.,VOI.ID,https://voi.id/en/economy/468605
2025-03-16 11:04:05.476882,Danantara,8,1,14 jam yang lalu,"Danantara dan Bank Emas, Peluang Keuntungan Lebih Menjanjikan - Radar Sampit",Danantara akan bergerak dengan mengarahkan investasi pada proyek besar dengan keuntungan yang dinilai lebih menjanjikan.,Jawa Pos,https://radarsampit.jawapos.com/nasional/2345768515/danantara-dan-bank-emas-peluang-keuntungan-lebih-menjanjikan
2025-03-16 11:04:05.476882,Danantara,8,2,2 hari lalu,Bagaimana Seharusnya Danantara Bekerja (1),Oleh Salamuddin Daeng* PRESIDEN Prabowo Subianto butuh uang besar untuk mewujudkan ambisi mewujudkan Indonesia emas.,AJNN.net,https://www.ajnn.net/news/bagaimana-seharusnya-danantara-bekerja-1/index.html
2025-03-16 11:04:05.476882,Danantara,8,3,5 hari lalu,Begini Ramalan Ray Dalio Soal Nasib RI Setelah Ada Danantara,Indonesia saat ini memiliki Badan Pengelola Investasi Daya Anagata Nusantara (Danantara).,CNBC Indonesia,https://www.cnbcindonesia.com/market/20250310074013-17-617057/begini-ramalan-ray-dalio-soal-nasib-ri-setelah-ada-danantara
2025-03-16 11:04:05.476882,Danantara,8,4,2 hari lalu,Berharap Manfaat Investasi Pusat Data AI Lewat Danantara,Pembangunan pusat data AI dinilai akan memberikan dampak tinggi dan menciptakan nilai tambah yang signifikan untuk negara.,Validnews,https://validnews.id/kultura/berharap-manfaat-investasi-pusat-data-ai-lewat-danantara
2025-03-16 11:04:05.476882,Danantara,8,5,2 hari lalu,Masyarakat Sipil Sebut Danantara Jadi Alat Melanggengkan Industri Batu Bara,"Padang, sumbarsatu.com—Kelompok masyarakat sipil menilai rencana pemerintah menjadikan proyek Dimethyl Ether (DME) atau gasifikasi batu bara...",Sumbarsatu,https://sumbarsatu.com/berita/32655-masyarakat-sipil-sebut-danantara-jadi-alat-melanggengkan-industri-batu-bara
2025-03-16 11:04:05.476882,Danantara,8,6,1 hari lalu,"Potensi pendanaan startup oleh Danantara, fenomena naming rights dan lainnya","Halo pembaca Tech in Asia Indonesia!. Di tengah kondisi pendanaan yang menantang bagi startup Indonesia, hadirnya sovereign wealth fund...",Tech in Asia Indonesia,https://id.techinasia.com/rangkuman-kabar-startup-teknologi-14-maret-2025
2025-03-16 11:04:05.476882,Danantara,8,7,4 hari lalu,"Rosan Siap Umumkan Struktur Danantara Pekan Ini, Siapa yang Terpilih?","Saat dikonfirmasi mengenai soal struktur Danantara, Rosan menegaskan hal itu bakal diumumkan dalam waktu dekat.",Bisnis.com,https://ekonomi.bisnis.com/read/20250311/9/1860291/rosan-siap-umumkan-struktur-danantara-pekan-ini-siapa-yang-terpilih
2025-03-16 11:04:05.476882,Danantara,8,8,2 hari lalu,Mirae Asset: Danantara Baru Bisa Dievaluasi Maret 2026,"JAKARTA - PT Mirae Asset Sekuritas Indonesia mengungkapkan, Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) baru bisa...",Validnews,https://validnews.id/ekonomi/mirae-asset-danantara-baru-bisa-dievaluasi-maret
2025-03-16 11:04:05.476882,Danantara,8,9,1 hari lalu,Apa Tugas Tony Blair hingga Erick Thohir sebagai Dewas Danantara?,"Presiden Prabowo Subianto membentuk Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) di Istana Merdeka, Jakarta.",Fortune IDN,https://www.fortuneidn.com/news/tugas-tony-blair-hingga-erick-thohir-sebagai-dewas-danantara-00-mv2nm-f96sjl
